conversation_id,text,reply_count,first_tweet,Text,cleaned_text
1661727749839687681,"I'm going to start taking natural tranquilizers to relieve my stress and anxiety, I hope it works......1526589590777344003- after 12 years holding on I decided to do the treatment with natural medicine and accepted that it's ok to accept the problems i have",1,"I'm going to start taking natural tranquilizers to relieve my stress and anxiety, I hope it works...","['going', 'start', 'taking', 'natural', 'tranquilizer', 'relieve', 'stress', 'anxiety', 'hope', 'work', 'year', 'holding', 'decided', 'treatment', 'natural', 'medicine', 'accepted', 'ok', 'accept', 'problem']",going start taking natural tranquilizer relieve stress anxiety hope work year holding decided treatment natural medicine accepted ok accept problem
1661754312392081408,"is that supposed to be a heart 😭😭 awww..?? https://t.co/zgzm1uAMKj...1403782135912222723- @JayChangslay ok NOW i can call u delusional 😭😭😭...1641484091848818695- @1stjaehyunfan It’s actually facts, not at all delusional 😌 me and leehan 🤝...1403782135912222723- @freejaychang if u put it that way then thats cute as hell im sorry leehan🙏🙏🙏...1501763596740546562- @1stjaehyunfan I think he’s holding a pretend bouquet...1403782135912222723- @JayChangslay i cant even call u delusional cuz this was actually clever...1644867533839958016- @1stjaehyunfan At that size, it's a fish bowl...1641484091848818695- @1stjaehyunfan No thats supposed to be Q, ME! 😌🤭 https://t.co/hrYnYw7Xdi...1403782135912222723- @sincerelysungho HELPPPP...1644867533839958016- @1stjaehyunfan That's a fish tank...1608401966429884416- @1stjaehyunfan a little loser /affectionate...1656567915628445697- @1stjaehyunfan he trying😭😭...1460347170905894912- @1stjaehyunfan Listen...HE TRIED",12,is that supposed to be a heart 😭😭 awww..?? https://t.co/zgzm1uAMKj,"['supposed', 'heart', 'awww', 'link', 'jaychangslay', 'ok', 'now', 'can', 'call', 'delusional', 'actually', 'fact', 'delusional', 'leehan', 'freejaychang', 'put', 'way', 'thats', 'cute', 'hell', 'sorry', 'leehan', 'think', 'holding', 'pretend', 'bouquet', 'jaychangslay', 'cant', 'even', 'call', 'delusional', 'cuz', 'actually', 'clever', 'size', 'fish', 'bowl', 'thats', 'supposed', 'link', 'sincerelysungho', 'helpppp', 'fish', 'tank', 'little', 'loser', 'affectionate', 'trying', 'listen', 'tried']",supposed heart awww link jaychangslay ok now can call delusional actually fact delusional leehan freejaychang put way thats cute hell sorry leehan think holding pretend bouquet jaychangslay cant even call delusional cuz actually clever size fish bowl thats supposed link sincerelysungho helpppp fish tank little loser affectionate trying listen tried
1661946738251317248,"I love #justbetweenlovers so much! Finished another rewatch &amp; it effects me still as much as the 1st time. So much crying! Also, every time I watch I'm reminded of how awful all the doctors are &amp; how all of them are horrible w/ personal interactions #junho #2PM #RainorShine https://t.co/sz1m19MjUC...245325863- @ErieP0P One of my favourites 🥹🥰...2952966221- @ErieP0P Still the best KDrama I‘ve watched. It is amazing. #justbetweenlovers...1309194994826096640- @ErieP0P It stands up so well to rewatches. Just so so good....731377483887431680- @KimberlyHahnArt Yeah, I keep meaning to get some recommendations from my friend who has work by a lot of Dallas artists. For so long I just knew I wanted one but wasn't thinking too much about it since I didn't have the money....202413734- @ErieP0P Instagram is a great place to look for tattoo artists work and a lot of people travel to have tattoos done by a particular artist who has a signature style they want. Berlin for example: https://t.co/3aBXhPnN3S...202413734- @ErieP0P But tattoo artists are artists in their own right, so they often are able to envision what your tattoo could be and propose it to you in their style. He just has his own 'cause he's an artist. He had a friend who was a tattoo artist in Dallas, hmm, wonder if he's still there....202413734- @ErieP0P It's good to start looking around for a tattoo artist and style you like. They can be so different &amp; sometimes they are booked up far out. My husband designs his own tattoos and has an amazing tattoo artist transfer/articulate his design. They talk about how to do it together....731377483887431680- @KimberlyHahnArt Yeah, since I'm not a tattoo artist either I have no idea what they could do &amp; therefore what I'd want. Don't even know the style I'd want it in 🤔...202413734- @ErieP0P 👍 Hey, no rush, it takes a long time to commit to forever. 😂...731377483887431680- @KimberlyHahnArt Yep, definitely healing themes. I still haven't figured out where I want it either. So what size do I want. These things are why I've been mulling it over for like 3 yrs 😂...202413734- @ErieP0P I think something artistic could be rendered that shows rising from rubble, or like being reborn, finding connection....731377483887431680- @KimberlyHahnArt Yeah, I definitely want to use some quotes, the translated ones. I'm iffy about putting it in Korean. Not only cause I can't read it, but I wouldn't know if it had been written correctly by the artist. Just gonna avoid all that worry 😂...202413734- @ErieP0P I get you, but I think something could be meaningfully constructed from aspects of the drama. Would it be meaningful to you, that is the most important part to capture. Remember, you can always use words or parts of phrases as well....731377483887431680- @KimberlyHahnArt It's such a hard one because there really isn't a ""thing"". No reoccurring stuff animal, graphic, etc. Damn the slice of lifeness of it 😭...202413734- @ErieP0P Oh gosh, I'd have to rewatch to suggest something. If I do, I'll give it a thought. :)...731377483887431680- @KimberlyHahnArt It's so good! Still trying to figure out a tattoo based on it, but damn it's hard 😭...202413734- @ErieP0P Always a good choice.🖤",17,"I love #justbetweenlovers so much! Finished another rewatch &amp; it effects me still as much as the 1st time. So much crying! Also, every time I watch I'm reminded of how awful all the doctors are &amp; how all of them are horrible w/ personal interactions #junho #2PM #RainorShine https://t.co/sz1m19MjUC","['love', 'justbetweenlovers', 'much', 'finished', 'another', 'rewatch', 'effect', 'still', 'much', 'time', 'much', 'cry', 'also', 'every', 'time', 'watch', 'reminded', 'awful', 'doctor', 'horrible', 'personal', 'interaction', 'junho', 'rainorshine', 'link', 'one', 'favourite', 'still', 'best', 'kdrama', 'watched', 'amazing', 'justbetweenlovers', 'stand', 'well', 'rewatches', 'just', 'good', 'kimberlyhahnart', 'yeah', 'keep', 'meaning', 'get', 'recommendation', 'friend', 'work', 'lot', 'dallas', 'artist', 'long', 'just', 'knew', 'wanted', 'one', 'wasn', 'thinking', 'much', 'since', 'didn', 'money', 'instagram', 'great', 'place', 'look', 'tattoo', 'artist', 'work', 'lot', 'people', 'travel', 'tattoo', 'done', 'particular', 'artist', 'signature', 'style', 'want', 'berlin', 'example', 'link', 'tattoo', 'artist', 'artist', 'right', 'often', 'able', 'envision', 'tattoo', 'propose', 'style', 'just', 'cause', 'artist', 'friend', 'tattoo', 'artist', 'dallas', 'hmm', 'wonder', 'still', 'good', 'start', 'looking', 'around', 'tattoo', 'artist', 'style', 'like', 'can', 'different', 'sometimes', 'booked', 'far', 'husband', 'design', 'tattoo', 'amazing', 'tattoo', 'artist', 'transfer', 'articulate', 'design', 'talk', 'together', 'kimberlyhahnart', 'yeah', 'since', 'tattoo', 'artist', 'either', 'idea', 'therefore', 'want', 'even', 'know', 'style', 'want', 'hey', 'rush', 'take', 'long', 'time', 'commit', 'forever', 'kimberlyhahnart', 'yep', 'definitely', 'healing', 'theme', 'still', 'haven', 'figured', 'want', 'either', 'size', 'want', 'thing', 'mulling', 'like', 'yr', 'think', 'something', 'artistic', 'rendered', 'show', 'rising', 'rubble', 'like', 'reborn', 'finding', 'connection', 'kimberlyhahnart', 'yeah', 'definitely', 'want', 'use', 'quote', 'translated', 'one', 'iffy', 'putting', 'korean', 'cause', 'can', 'read', 'wouldn', 'know', 'written', 'correctly', 'artist', 'just', 'gonna', 'avoid', 'worry', 'get', 'think', 'something', 'meaningfully', 'constructed', 'aspect', 'drama', 'meaningful', 'important', 'part', 'capture', 'remember', 'can', 'always', 'use', 'word', 'part', 'phrase', 'well', 'kimberlyhahnart', 'hard', 'one', 'really', 'isn', 'thing', 'reoccurring', 'stuff', 'animal', 'graphic', 'etc', 'damn', 'slice', 'lifeness', 'oh', 'gosh', 'rewatch', 'suggest', 'something', 'll', 'give', 'thought', 'kimberlyhahnart', 'good', 'still', 'trying', 'figure', 'tattoo', 'based', 'damn', 'hard', 'always', 'good', 'choice']",love justbetweenlovers much finished another rewatch effect still much time much cry also every time watch reminded awful doctor horrible personal interaction junho rainorshine link one favourite still best kdrama watched amazing justbetweenlovers stand well rewatches just good kimberlyhahnart yeah keep meaning get recommendation friend work lot dallas artist long just knew wanted one wasn thinking much since didn money instagram great place look tattoo artist work lot people travel tattoo done particular artist signature style want berlin example link tattoo artist artist right often able envision tattoo propose style just cause artist friend tattoo artist dallas hmm wonder still good start looking around tattoo artist style like can different sometimes booked far husband design tattoo amazing tattoo artist transfer articulate design talk together kimberlyhahnart yeah since tattoo artist either idea therefore want even know style want hey rush take long time commit forever kimberlyhahnart yep definitely healing theme still haven figured want either size want thing mulling like yr think something artistic rendered show rising rubble like reborn finding connection kimberlyhahnart yeah definitely want use quote translated one iffy putting korean cause can read wouldn know written correctly artist just gonna avoid worry get think something meaningfully constructed aspect drama meaningful important part capture remember can always use word part phrase well kimberlyhahnart hard one really isn thing reoccurring stuff animal graphic etc damn slice lifeness oh gosh rewatch suggest something ll give thought kimberlyhahnart good still trying figure tattoo based damn hard always good choice
1662179876387033090,WAIT. YouTube just said we hit the 2M views for our channel?!!?!?!!??! 🥹🥹🥹🥹🥹🥹🥹🥹🥹 No way! I read analytics often but how did I miss that? What an epic fail. 😂😂😂 Thanks to everyone who are enjoying our content and subscribed to our reaction channel!...1463172846428078096- @twowomenkpop congrats😩🎊❤️ i’m so proud of you guys🫶🏻...1464695038613639182- @tnybebe Thank you ☺️☺️☺️❤️❤️❤️...1394257806384058369- @twowomenkpop Yay congrats!!! 🔥🔥🔥🔥...1464695038613639182- @spoozisupremacy You’re so sweet! Thank you so much 😭😭😭...1535320062533373952- @twowomenkpop CONGRATULATIONS! That’s a huge milestone and well deserved!!!! ❤️...1464695038613639182- @jinminjunlove93 Thank you!!! 🥰🥰🥰💕💕💕...1464695038613639182- @girlmoss789 Thank you 🥰🥰🥰...1534336431417659393- @twowomenkpop congrats! 🎉🍾 ☺️,8,WAIT. YouTube just said we hit the 2M views for our channel?!!?!?!!??! 🥹🥹🥹🥹🥹🥹🥹🥹🥹 No way! I read analytics often but how did I miss that? What an epic fail. 😂😂😂 Thanks to everyone who are enjoying our content and subscribed to our reaction channel!,"['wait', 'youtube', 'just', 'said', 'hit', 'view', 'channel', 'way', 'read', 'analytics', 'often', 'miss', 'epic', 'fail', 'thanks', 'everyone', 'enjoying', 'content', 'subscribed', 'reaction', 'channel', 'congrats', 'proud', 'tnybebe', 'thank', 'yay', 'congrats', 'spoozisupremacy', 're', 'sweet', 'thank', 'much', 'congratulation', 'huge', 'milestone', 'well', 'deserved', 'thank', 'thank', 'congrats']",wait youtube just said hit view channel way read analytics often miss epic fail thanks everyone enjoying content subscribed reaction channel congrats proud tnybebe thank yay congrats spoozisupremacy re sweet thank much congratulation huge milestone well deserved thank thank congrats
1662210677313011712,"bc why does my heart hurt  over the thought of not getting them a win i'm so emotional...1372134381117128706- @TheGho5tArcher win a jackpot, like get a bunch of money 😂...1640373182677807106- @steaItherest lotto?...1372134381117128706- @TheGho5tArcher 🥲 need to win the lotto asap...1372134381117128706- @sominnieluv let's try out best!! 💪🏻💪🏻...1540186229039214592- @steaItherest I dont even want to think about it. I want us to give them the win so baddd 🥺...1640373182677807106- @steaItherest 😭 we don't have money whales...1266019183567011840- @steaItherest Literally 😞...1302720040161234947- @steaItherest I have been streaming and voting all day( thank god day off😂) but I want them to win so bad. I just wish we had more support😭...1372134381117128706- @hiddenk89 i want to see them happy on that stage and the thought of that not happening really makes my stomach drop 😩...1372134381117128706- @kardlov i want to give them the whole damn world i hate feeling helpless...1100774844671639552- @steaItherest Me too 😥 i just want to see them win just once and make our dream Come true but 💔...1372134381117128706- @hiddensblink i'm just 💔💔💔...1302720040161234947- @steaItherest It is truly sad 😔 every comeback they release a masterpiece and we can even make their wishes comes true. Please keep streaming and voting 😔 https://t.co/PaA7EQXcMR...1272883962550071296- @steaItherest i feel this every comeback :(...1372134381117128706- @RichyBHidden i really love our passion 🥹...1372134381117128706- @hiddeniee i truly wish i could move earth for them it pains me...1427391084854923271- @steaItherest me too, I feel so damn helpless but I just wish we could give them everything...1307300301691596801- @steaItherest We Hiddens an emotional.wreck by now",18,bc why does my heart hurt  over the thought of not getting them a win i'm so emotional,"['bc', 'heart', 'hurt', 'thought', 'getting', 'win', 'emotional', 'win', 'jackpot', 'like', 'get', 'bunch', 'money', 'steaitherest', 'lotto', 'need', 'win', 'lotto', 'asap', 'sominnieluv', 'let', 'try', 'best', 'steaitherest', 'dont', 'even', 'want', 'think', 'want', 'give', 'win', 'baddd', 'steaitherest', 'money', 'whale', 'steaitherest', 'literally', 'steaitherest', 'streaming', 'voting', 'day', 'thank', 'god', 'day', 'want', 'win', 'just', 'wish', 'support', 'want', 'see', 'happy', 'stage', 'thought', 'happening', 'really', 'make', 'stomach', 'drop', 'kardlov', 'want', 'give', 'whole', 'damn', 'world', 'hate', 'feeling', 'helpless', 'steaitherest', 'just', 'want', 'see', 'win', 'just', 'make', 'dream', 'come', 'true', 'hiddensblink', 'just', 'steaitherest', 'truly', 'sad', 'every', 'comeback', 'release', 'masterpiece', 'can', 'even', 'make', 'wish', 'come', 'true', 'please', 'keep', 'streaming', 'voting', 'link', 'steaitherest', 'feel', 'every', 'comeback', 'richybhidden', 'really', 'love', 'passion', 'hiddeniee', 'truly', 'wish', 'move', 'earth', 'pain', 'steaitherest', 'feel', 'damn', 'helpless', 'just', 'wish', 'give', 'everything', 'steaitherest', 'hiddens', 'emotional', 'wreck', 'now']",bc heart hurt thought getting win emotional win jackpot like get bunch money steaitherest lotto need win lotto asap sominnieluv let try best steaitherest dont even want think want give win baddd steaitherest money whale steaitherest literally steaitherest streaming voting day thank god day want win just wish support want see happy stage thought happening really make stomach drop kardlov want give whole damn world hate feeling helpless steaitherest just want see win just make dream come true hiddensblink just steaitherest truly sad every comeback release masterpiece can even make wish come true please keep streaming voting link steaitherest feel every comeback richybhidden really love passion hiddeniee truly wish move earth pain steaitherest feel damn helpless just wish give everything steaitherest hiddens emotional wreck now
1662211645425451008,"seeing people from so many different fandoms want to help us.. god i'm tearing up 🥹...1372134381117128706- @TheGho5tArcher even if it's streaming the mv that's enough, ee need to up our sns score. and a lot of mbb saved up for joohoney...1640373182677807106- @steaItherest me tooo..
but most of them are from fandoms that don't promote on The Show..
they really don't have any points svaed up...1372134381117128706- @woobinsfate i'm just so grateful...1434213505515798536- @steaItherest warms my heart so deeply 🥺...1427391084854923271- @steaItherest it's making me so emotional 😭...1372134381117128706- I'M REALLY PMSING BAD OH GOD",6,seeing people from so many different fandoms want to help us.. god i'm tearing up 🥹,"['seeing', 'people', 'many', 'different', 'fandom', 'want', 'help', 'god', 'tearing', 'even', 'streaming', 'mv', 'enough', 'ee', 'need', 'sn', 'score', 'lot', 'mbb', 'saved', 'joohoney', 'steaitherest', 'tooo', 'fandom', 'promote', 'show', 'really', 'point', 'svaed', 'woobinsfate', 'just', 'grateful', 'steaitherest', 'warms', 'heart', 'deeply', 'steaitherest', 'making', 'emotional', 'really', 'pmsing', 'oh', 'god']",seeing people many different fandom want help god tearing even streaming mv enough ee need sn score lot mbb saved joohoney steaitherest tooo fandom promote show really point svaed woobinsfate just grateful steaitherest warms heart deeply steaitherest making emotional really pmsing oh god
1662282327823908865,"""YouR DAnCiNg is OfF""

Do I look like I fucking care. I was having fun I'm just happy I got the moves down literally can't dance to save my life just leave me alone...4912731810- @meg_marvels Far from professional 😭 my two left feet had have a hard time...4912731810- @ringdingtaedong I did. Idk why ppl can't just scroll if they don't like it...1189983508199903232- @MentallyDez Assuming you’re a professional 🥴...1314059676196179969- @MentallyDez Tell them to kiss MY ASS...1314059676196179969- @MentallyDez Oh wth??...954786738534154240- @MentallyDez tell them to shut up and mind their own beezwax",6,"""YouR DAnCiNg is OfF""

Do I look like I fucking care. I was having fun I'm just happy I got the moves down literally can't dance to save my life just leave me alone","['dancing', 'look', 'like', 'fucking', 'care', 'fun', 'just', 'happy', 'got', 'move', 'literally', 'can', 'dance', 'save', 'life', 'just', 'leave', 'alone', 'far', 'professional', 'two', 'left', 'foot', 'hard', 'time', 'ringdingtaedong', 'idk', 'ppl', 'can', 'just', 'scroll', 'like', 'mentallydez', 'assuming', 're', 'professional', 'mentallydez', 'tell', 'kiss', 'as', 'mentallydez', 'oh', 'wth', 'mentallydez', 'tell', 'shut', 'mind', 'beezwax']",dancing look like fucking care fun just happy got move literally can dance save life just leave alone far professional two left foot hard time ringdingtaedong idk ppl can just scroll like mentallydez assuming re professional mentallydez tell kiss as mentallydez oh wth mentallydez tell shut mind beezwax
1662290793175080961,So excited for this!!! I seriously had a panic attack when I opened my email 😭😭 https://t.co/KKkxyAmyLD...1519865810105237504- @LovelyLinda_KW Right?!! Super excited! 😊...1123817773644353536- @white_dayzz Omg! How exciting!...1519865810105237504- @mythosruined Thank you 😭...21173060- @white_dayzz Omg yasss congrats,4,So excited for this!!! I seriously had a panic attack when I opened my email 😭😭 https://t.co/KKkxyAmyLD,"['excited', 'seriously', 'panic', 'attack', 'opened', 'email', 'link', 'lovelylinda_kw', 'right', 'super', 'excited', 'white_dayzz', 'omg', 'exciting', 'mythosruined', 'thank', 'white_dayzz', 'omg', 'yasss', 'congrats']",excited seriously panic attack opened email link lovelylinda_kw right super excited white_dayzz omg exciting mythosruined thank white_dayzz omg yasss congrats
1662343677459714048,"I’m back! Not sure anyone noticed I was away, but this break has been much needed. Losing my grandma really has turned my world upside down and I’m just going to miss her so much 🥺 I already so....1226017885778214912- @peachyahxo I definitely noticed! I’m glad you took the break! I hope all is well! Welcome back!...1011667385680613376- @peachyahxo Glad you got to take a break 🥺🩵 Glad you’re back too! 💜...31219027- @peachyahxo I hope you’re feeling better, even a bit more than yesterday.. 💜 Take all the time you need, family time is important when it comes to grieving, they’re the best support system to have around you. Take care of yourself too girl 🙏💜...1375802429246087168- still probably won’t be on here like that but yeah. Hope you’re all doing well 🤎...1375802429246087168- Updates ✨
- spending time with family 
- did a bit of thrifting and found some loving things ( let me know if you want to see )
- getting ready for my trip 
- strongly disliking this hot weather
- reading as usual lol
- just doing what I can to keep sane 🤎",5,"I’m back! Not sure anyone noticed I was away, but this break has been much needed. Losing my grandma really has turned my world upside down and I’m just going to miss her so much 🥺 I already so.","['back', 'sure', 'anyone', 'noticed', 'away', 'break', 'much', 'needed', 'losing', 'grandma', 'really', 'turned', 'world', 'upside', 'just', 'going', 'miss', 'much', 'already', 'peachyahxo', 'definitely', 'noticed', 'glad', 'took', 'break', 'hope', 'well', 'welcome', 'back', 'peachyahxo', 'glad', 'got', 'take', 'break', 'glad', 're', 'back', 'peachyahxo', 'hope', 're', 'feeling', 'better', 'even', 'bit', 'yesterday', 'take', 'time', 'need', 'family', 'time', 'important', 'come', 'grieving', 're', 'best', 'support', 'system', 'around', 'take', 'care', 'girl', 'still', 'probably', 'won', 'like', 'yeah', 'hope', 're', 'well', 'update', 'spending', 'time', 'family', 'bit', 'thrifting', 'found', 'loving', 'thing', 'let', 'know', 'want', 'see', 'getting', 'ready', 'trip', 'strongly', 'disliking', 'hot', 'weather', 'reading', 'usual', 'lol', 'just', 'can', 'keep', 'sane']",back sure anyone noticed away break much needed losing grandma really turned world upside just going miss much already peachyahxo definitely noticed glad took break hope well welcome back peachyahxo glad got take break glad re back peachyahxo hope re feeling better even bit yesterday take time need family time important come grieving re best support system around take care girl still probably won like yeah hope re well update spending time family bit thrifting found loving thing let know want see getting ready trip strongly disliking hot weather reading usual lol just can keep sane
1662549854571077633,i hope yall miss me and my dumb tweets...1434960971261431815- @merlotmv dont worry im back again (until the next concert)...1601742353064140801- @haonslut i will miss u sm :(...1434960971261431815- @95MINSIK ill be back...1434960971261431815- @emmys_archive so true...1434960971261431815- @justerithings true same...1486372470840074242- @haonslut yes i miss you and your tweets...1608042147793485824- @haonslut i will miss you today tomorrow and forever...982726686- @haonslut I always miss us...1434960971261431815- @tyyunseo im gonna be back soon,9,i hope yall miss me and my dumb tweets,"['hope', 'yall', 'miss', 'dumb', 'tweet', 'merlotmv', 'dont', 'worry', 'back', 'next', 'concert', 'will', 'miss', 'ill', 'back', 'emmys_archive', 'true', 'justerithings', 'true', 'yes', 'miss', 'tweet', 'will', 'miss', 'today', 'tomorrow', 'forever', 'always', 'miss', 'tyyunseo', 'gonna', 'back', 'soon']",hope yall miss dumb tweet merlotmv dont worry back next concert will miss ill back emmys_archive true justerithings true yes miss tweet will miss today tomorrow forever always miss tyyunseo gonna back soon
1662660785791807490,"i might be having a little bit of a sexuality crisis again because honestly i cant picture myself with a man but i find them attractive but idk someone help what does this mean...1499527260558274563- @MIDNIGHT127STAR thank you 😭❣️...736144724818599937- @morganbbang homosexual...1480422865807634433- @morganbbang I went through a similar thing too, it's totally ok to have a sexuality crisis because that means you're trying to figure out what you like, and that is just our nature as humans. Talk to me more in the DMS if you'd like, I'm always here to talk.💜...906971076181204992- @morganbbang You're welcome...906971076181204992- @morganbbang 🫂 it'll be ok....906971076181204992- @morganbbang It means you're stressed &amp; need some rest because you're worrying.",6,i might be having a little bit of a sexuality crisis again because honestly i cant picture myself with a man but i find them attractive but idk someone help what does this mean,"['might', 'little', 'bit', 'sexuality', 'crisis', 'honestly', 'cant', 'picture', 'man', 'find', 'attractive', 'idk', 'someone', 'help', 'mean', 'thank', 'homosexual', 'went', 'similar', 'thing', 'totally', 'ok', 'sexuality', 'crisis', 'mean', 're', 'trying', 'figure', 'like', 'just', 'nature', 'human', 'talk', 'dm', 'like', 'always', 'talk', 're', 'welcome', 'll', 'ok', 'mean', 're', 'stressed', 'need', 'rest', 're', 'worrying']",might little bit sexuality crisis honestly cant picture man find attractive idk someone help mean thank homosexual went similar thing totally ok sexuality crisis mean re trying figure like just nature human talk dm like always talk re welcome ll ok mean re stressed need rest re worrying
1662720626371575809,"Keonhee one of the most brightest and warm human I've ever seen. He's smile make my heart feel happy. He absolutely adorable and talented. 
His existing heal the hearts of thousands people. He bring the warm and happiness in this world. I love him🥹
#KEONHEE #건희 #ONEUS #원어스 https://t.co/ppqKq7tiRs...1606380999172055040- @xesha_xesha We are love him😭

#KEONHEE #건희 #ONEUS #원어스 @official_ONEUS...1441393767131623424- @fantasymoon98 i love him love him LOVE HIM 😭
#원어스 #건희 #ONEUS #KEONHEE...298449073- @fantasymoon98 THANK YOU...1606380999172055040- @painting_art25 This is so cute 😍😍😍😍😍...298449073- @fantasymoon98 HERE IS A DRAWING OF HIM 😃
(ok... the mic in the drawing is a png pic 😅) https://t.co/c9WWyHPmG4...1606380999172055040- @K_Desborough Here welcome ❤

#KEONHEE #건희 #ONEUS #원어스 @official_ONEUS https://t.co/KhfNVzOP9L...24146450- @fantasymoon98 *lovely pics that was meant to say btw 🤦‍♀️😂😍

#KEONHEE #건희 #ONEUS #원어스

Thanks again for sharing them with us all ☺️🙏...24146450- @fantasymoon98 @official_ONEUS Love them 🥰 Thank you ☺️

#KEONHEE #건희 #ONEUS #원어스...1606380999172055040- @K_Desborough I've got more 🤭

#KEONHEE #건희 #ONEUS #원어스 @official_ONEUS https://t.co/hLerqYaE2C...24146450- @fantasymoon98 Love pics 😊

#KEONHEE #건희 #ONEUS #원어스",10,"Keonhee one of the most brightest and warm human I've ever seen. He's smile make my heart feel happy. He absolutely adorable and talented. 
His existing heal the hearts of thousands people. He bring the warm and happiness in this world. I love him🥹
#KEONHEE #건희 #ONEUS #원어스 https://t.co/ppqKq7tiRs","['one', 'brightest', 'warm', 'human', 'ever', 'seen', 'smile', 'make', 'heart', 'feel', 'happy', 'absolutely', 'adorable', 'talented', 'existing', 'heal', 'heart', 'thousand', 'people', 'bring', 'warm', 'happiness', 'world', 'love', '건희', '원어스', 'link', 'xesha_xesha', 'love', '건희', '원어스', 'official_oneus', 'love', 'love', 'love', '원어스', '건희', 'thank', 'cute', 'drawing', 'ok', 'mic', 'drawing', 'png', 'pic', 'link', 'k_desborough', 'welcome', '건희', '원어스', 'official_oneus', 'link', 'lovely', 'pic', 'meant', 'say', 'btw', '건희', '원어스', 'thanks', 'sharing', 'official_oneus', 'love', 'thank', '건희', '원어스', 'k_desborough', 'got', '건희', '원어스', 'official_oneus', 'link', 'love', 'pic', '건희', '원어스']",one brightest warm human ever seen smile make heart feel happy absolutely adorable talented existing heal heart thousand people bring warm happiness world love 건희 원어스 link xesha_xesha love 건희 원어스 official_oneus love love love 원어스 건희 thank cute drawing ok mic drawing png pic link k_desborough welcome 건희 원어스 official_oneus link lovely pic meant say btw 건희 원어스 thanks sharing official_oneus love thank 건희 원어스 k_desborough got 건희 원어스 official_oneus link love pic 건희 원어스
1662821163947503616,"help i keep bleeding randomly on random spots of my body...1641484091848818695- @1stjaehyunfan What?!!! R u ok?!!! R u cursed?!!!!!...1403782135912222723- @ctrleehan thankuuu, i'll be sure to put band aids 👍👍...1660301148920909827- @1stjaehyunfan Is that hurt? You gotta put band aid on them then, hope you are okay...1403782135912222723- @ctrleehan idk😭😭 its been like this since yesterday, i just randomly find a scar thats bleeding on my body...1660301148920909827- @1stjaehyunfan What happened to you???...1403782135912222723- i cant die before may 30th wait",6,help i keep bleeding randomly on random spots of my body,"['help', 'keep', 'bleeding', 'randomly', 'random', 'spot', 'body', 'ok', 'cursed', 'ctrleehan', 'thankuuu', 'll', 'sure', 'put', 'band', 'aid', 'hurt', 'gotta', 'put', 'band', 'aid', 'hope', 'okay', 'ctrleehan', 'idk', 'like', 'since', 'yesterday', 'just', 'randomly', 'find', 'scar', 'thats', 'bleeding', 'body', 'happened', 'cant', 'die', 'may', 'wait']",help keep bleeding randomly random spot body ok cursed ctrleehan thankuuu ll sure put band aid hurt gotta put band aid hope okay ctrleehan idk like since yesterday just randomly find scar thats bleeding body happened cant die may wait
1662824903844974592,"hi hi, i will be kinda inactive for a few days. currently dealing with a loss of family member, will be dealing with grief and all

all of the packages will be sent by this week. i'll let u know 🫶...3250008914- @achelloise My deepest condolences, bb. Keeping you and your family in my prayers. 🤍...1014939691668262912- @achelloise Sending my deep condolences. Please take your time :(...1131190548394459137- @achelloise Deep condolences 😞",3,"hi hi, i will be kinda inactive for a few days. currently dealing with a loss of family member, will be dealing with grief and all

all of the packages will be sent by this week. i'll let u know 🫶","['hi', 'hi', 'will', 'kinda', 'inactive', 'day', 'currently', 'dealing', 'loss', 'family', 'member', 'will', 'dealing', 'grief', 'package', 'will', 'sent', 'week', 'll', 'let', 'know', 'achelloise', 'deepest', 'condolence', 'bb', 'keeping', 'family', 'prayer', 'achelloise', 'sending', 'deep', 'condolence', 'please', 'take', 'time', 'achelloise', 'deep', 'condolence']",hi hi will kinda inactive day currently dealing loss family member will dealing grief package will sent week ll let know achelloise deepest condolence bb keeping family prayer achelloise sending deep condolence please take time achelloise deep condolence
